jobid,id,panoid,date,lat,lon,svf,tvf,bvf
2024-01-16-09-10-06-134930,220,23qAnKwgFgu9-m6ruX_jPw,2023-04,45.47264344647193,9.229749624697247,0.197334947943,0.57754946157,0.214472632849
2024-01-16-09-10-06-134930,215,3QUnnMnrtOBf_YBgHd2Jgg,2023-04,45.47409184144648,9.230359899369104,0.176221102727,0.692270492894,0.113474351105
2024-01-16-09-10-06-134930,216,CCo2hP9YxD3e0l21NF6m7g,2023-04,45.47348425471625,9.230414484295755,0.470294228616,0.372891528187,0.134863609688
2024-01-16-09-10-06-134930,218,KnA5lu9EIpXpUkDj7_i-jw,2023-04,45.47267305630929,9.230451087245555,0.119110249442,0.668606773601,0.197078778332
2024-01-16-09-10-06-134930,222,rHUQ7K9FDaBSD3KX7Kge6A,2023-04,45.47346530513935,9.229745913114547,0.476136926489,0.454020125224,0.0473032585551
2024-01-16-09-10-06-134930,217,wt1unt7KJ9xqrOVDZgPtLg,2023-04,45.47313085329482,9.230367831601702,0.174412196153,0.664737934102,0.154578781522
2024-01-16-09-10-06-134930,206,ze_83LwXlmaGfQRiazySlw,2023-04,45.4745445661563,9.23007163759592,0.380911473572,0.54490938001,0.0615502108291
2024-01-16-12-15-16-407914,13,7W6Y_FnkT_-EVHSS_B7QZQ,2023-04,45.47406807857151,9.229793380647555,0.229319261684,0.674285212301,0.0833188222312
2024-01-16-12-15-16-407914,11,8C-mVgaSmiV2v_x9uO3EKg,2023-04,45.4738170753969,9.230346993233224,0.258908104733,0.633726936195,0.0998922773644
2024-01-16-12-15-16-407914,14,bK99e7_Iily1twBg0Fewxg,2023-04,45.47438286130402,9.229865899617478,0.3264322803,0.596383127944,0.0714744842338
2024-01-16-12-15-16-407914,16,DN2zEEf5IOrW0PKnxiSb_w,2023-04,45.47431818038444,9.230351637089816,0.215542169032,0.69797091762,0.0790463898638
2024-01-16-12-15-16-407914,17,Jti7Lorh4etURcu3UtS4fA,2023-04,45.47299107392772,9.229814674805354,0.135533572889,0.71885527059,0.136545163247
2024-01-16-12-15-16-407914,12,O4vd55wc2IfYA9bP2baFQA,2023-04,45.47365573223663,9.2298201736985,0.367508185668,0.554219327709,0.0588448513579
2024-01-24-14-45-41-390383,36,1zG6eloZdKpA8Zv4pQXjNg,2023-04,45.47368499339104,9.230031780136127,0.474504401151,0.476865857151,0.0368128849844
